idx,Arab,Gender,Age,Religion,Religiosity,pop_w,Area,FamilyStatus,Profession,Bornplace,Immigration1990,ImmigrationYear,FamilyNumber,Income,Education,VoteTend,Vote19,Vote19Other,VoteSure,c_Likud,c_Lavan,c_Avoda,c_NYamin,c_Meretz,c_UYamin,c_Liberman,c_Kahlon,c_Gesher,c_Gimel,c_Shas,c_Hadash,c_Balad,c_Zehut,c_Other,c_Other_txt,Friends,g_Likud,g_Lavan,g_Avoda,g_NYamin,g_Meretz,g_UYamin,g_Liberman,g_Kahlon,g_Gesher,g_Gimel,g_Shas,g_Hadash,g_Balad,g_Zehut,g_Other,g_Other_txt,VoteSecurity,VoteEconomic,VoteSocial,VoteClean,VoteDecent,VoteReligious,VoteTradition,Transp,Vote15,TwoStateCon,TwoStateFor,TwoStateAgainst,TwoStateComb
320,0,Woman,30,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,3,LikeAvg,Matriculation,2,Likud,"",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"",3,1,2,6,5,4,7,4,Likud,2,,4,4
321,0,Man,35,Jewish,Secular,0.871188986,Haifa,Single,Full,Israel,,,1,,AcademicHigh,1,Lavan,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",3,5,4,2,1,6,7,5,Avoda,1,1,,1
322,0,Man,42,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,4,SlightAboveAvg,AcademicHigh,2,Avoda,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",2,5,3,1,6,4,,5,Other,2,,1,1
323,0,Man,50,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,5,LikeAvg,Tertiary,1,NYamin,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,4,3,5,6,7,2,Bait,1,5,,5
324,0,Man,24,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Israel,,,3,SlightBelowAvg,Matriculation,2,Likud,"",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,4,5,7,3,6,2,Likud,1,2,,2
325,0,Man,51,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,4,WellAboveAvg,AcademicFirst,1,Lavan,"",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,4,1,2,3,6,7,3,Avoda,2,,2,2
326,0,Woman,21,Jewish,Traditional,1.062425593,Jerusalem,CommonLaw,Full,Israel,,,3,SlightBelowAvg,HighSchool,1,Likud,"",1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"",2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"",1,4,5,2,7,3,6,2,Likud,2,,5,5
327,0,Woman,38,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,6,LikeAvg,AcademicHigh,1,Likud,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"",1,3,4,,,2,,5,Bait,1,5,,5
328,0,Man,30,Jewish,TradRelig,1.369131627,South,Married,Full,Israel,,,2,LikeAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,2,6,7,5,3,4,1,Likud,2,,5,5
329,0,Man,21,Jewish,Traditional,1.062425593,South,Single,Soldier,Israel,,,3,SlightAboveAvg,Matriculation,1,Zehut,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",3,2,4,1,5,6,7,4,Couldnt,2,,4,4
330,0,Man,20,Jewish,TradRelig,1.369131627,South,Single,Soldier,Abroad,Other,,6,SlightAboveAvg,Matriculation,1,NYamin,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,3,7,2,6,4,5,4,Couldnt,1,5,,5
331,0,Woman,46,Jewish,Secular,0.871188986,Sharon,Married,Full,Israel,,,5,LikeAvg,AcademicFirst,1,Lavan,"",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,5,Lapid,2,,3,3
332,0,Man,21,Jewish,TradRelig,1.369131627,Jerusalem,Single,Soldier,Israel,,,8,WellBelowAvg,Matriculation,1,Zehut,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",3,2,4,1,5,6,7,4,Couldnt,2,,5,5
333,0,Man,20,Jewish,Secular,0.871188986,South,Single,Soldier,Israel,,,5,LikeAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",1,2,3,7,4,6,5,4,Likud,1,5,,5
334,0,Woman,20,Jewish,Religious,0.778403312,South,Single,Soldier,Israel,,,5,LikeAvg,Matriculation,2,Float,"",,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"",2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,"",1,5,2,3,4,6,7,4,Couldnt,2,,4,4
335,0,Woman,36,Jewish,Secular,0.871188986,Haifa,Married,Full,Abroad,SovietUnion,1991,4,WellBelowAvg,Tertiary,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",2,1,3,5,6,4,7,2,Likud,2,,5,5
336,0,Woman,57,Jewish,Religious,0.778403312,Haifa,Married,Independent,Israel,,,5,LikeAvg,HighSchool,1,Hadash,"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,אין,4,1,2,3,5,7,6,1,Joint,1,1,,1
337,0,Woman,63,Jewish,Traditional,1.062425593,South,Married,Full,Abroad,Other,,2,LikeAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"",1,2,3,4,6,7,5,3,Likud,1,1,,1
338,0,Man,29,Jewish,Secular,0.871188986,Haifa,Single,Full,Israel,,,2,LikeAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"",1,5,6,4,3,7,2,3,Likud,1,3,,3
339,0,Woman,55,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,3,LikeAvg,Matriculation,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"",2,4,1,3,,,,4,Avoda,1,1,,1
340,0,Man,24,Jewish,Religious,0.778403312,Haifa,Single,Student,Israel,,,4,SlightBelowAvg,HighSchool,1,Zehut,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,5,3,4,6,7,2,Likud,1,5,,5
341,0,Woman,23,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Student,Israel,,,7,WellBelowAvg,Matriculation,1,Zehut,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"",3,1,2,5,6,4,7,4,Likud,1,2,,2
342,0,Woman,54,Jewish,TradRelig,1.369131627,Jerusalem,Married,Full,Israel,,,2,LikeAvg,Tertiary,1,Likud,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,3,1,4,5,6,7,4,Likud,1,1,,1
343,0,Woman,22,Jewish,TradRelig,1.369131627,Haifa,Single,Student,Israel,,,6,WellBelowAvg,AcademicFirst,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"",3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,"",3,,,2,,1,4,5,Joint,2,,1,1
344,0,Man,26,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Student,Abroad,Other,,2,SlightBelowAvg,Matriculation,1,Likud,"",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,5,4,7,6,3,Likud,2,,2,2
345,0,Woman,18,Jewish,TradRelig,1.369131627,South,Single,Soldier,Israel,,,5,SlightAboveAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,5,4,3,6,7,3,Couldnt,2,,5,5
346,0,Woman,58,Jewish,Secular,0.871188986,TelAviv,Divorced,Full,Israel,,,1,,Tertiary,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",1,2,3,4,,5,,2,Avoda,1,1,,1
347,0,Man,25,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,2,WellBelowAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,2,3,4,5,6,7,3,Likud,1,1,,1
348,0,Man,26,Jewish,Secular,0.871188986,Jerusalem,CommonLaw,Student,Israel,,,2,SlightBelowAvg,Matriculation,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"",2,6,1,3,5,4,7,3,Avoda,2,,2,2
349,0,Woman,33,Jewish,TradRelig,1.369131627,Haifa,Married,Full,Israel,,,5,LikeAvg,AcademicHigh,1,Likud,"",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"",1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"",1,2,3,5,7,4,6,3,Likud,2,,4,4
350,0,Man,29,Jewish,Traditional,1.062425593,TelAviv,CommonLaw,Student,Israel,,,2,SlightBelowAvg,AcademicHigh,3,Zehut,"",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,"",4,3,2,6,5,1,,3,Bait,2,,5,5
351,0,Man,69,Jewish,Secular,0.871188986,Sharon,Married,Retiree,Israel,,,2,Decline,AcademicFirst,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,מגן,4,3,1,5,2,6,7,4,Liberman,2,,4,4
352,0,Woman,49,Jewish,Secular,0.871188986,Jerusalem,CommonLaw,Unemployed,Israel,,,2,Decline,Tertiary,2,NYamin,"",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"",3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,3,4,2,5,7,6,2,Kahlon,1,3,,3
353,0,Man,29,Jewish,Secular,0.871188986,South,Married,Student,Israel,,,3,WellBelowAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,2,1,4,5,6,7,1,Lapid,1,2,,2
354,0,Woman,28,Jewish,Traditional,1.062425593,Haifa,Single,Partial,Israel,,,5,LikeAvg,AcademicFirst,6,,"",,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"",2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"",3,1,2,4,5,6,7,5,Couldnt,1,1,,1
355,0,Man,34,Jewish,UltraOrth,1.633642713,Haifa,Married,Student,Israel,,,5,SlightBelowAvg,Tertiary,1,Gimel,"",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"",1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,"",2,3,4,6,7,1,5,1,Gimel,1,5,,5
356,0,Man,27,Jewish,Secular,0.871188986,Haifa,Single,Full,Israel,,,4,SlightBelowAvg,Tertiary,1,Likud,"",1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",1,4,2,3,7,5,6,4,Likud,2,,5,5
357,0,Man,21,Jewish,Religious,0.778403312,Haifa,Single,Partial,Israel,,,4,WellAboveAvg,Matriculation,1,NYamin,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",3,4,5,1,2,6,7,2,Bait,1,4,,4
358,0,Woman,28,Jewish,TradRelig,1.369131627,Sharon,Married,Partial,Israel,,,4,SlightBelowAvg,Matriculation,1,Float,"",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"",1,2,3,4,7,5,6,1,Likud,1,1,,1
359,0,Man,21,Jewish,UltraOrth,1.633642713,Jerusalem,Single,Student,Israel,,,4,Decline,HighSchool,2,NYamin,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,צומת,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,3,6,5,4,7,3,Couldnt,2,,5,5
360,0,Man,64,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Israel,,,2,SlightAboveAvg,Tertiary,3,Float,"",,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",4,2,3,1,5,6,7,5,Kahlon,1,1,,1
361,0,Man,45,Jewish,Secular,0.871188986,TelAviv,Married,Independent,Israel,,,4,WellAboveAvg,AcademicHigh,1,Float,"",,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,"",5,2,6,3,4,1,7,4,Lapid,2,,3,3
362,0,Man,49,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,2,LikeAvg,Tertiary,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",3,2,1,,,,,5,Avoda,2,,4,4
363,0,Woman,40,Jewish,TradRelig,1.369131627,Sharon,Married,Full,Israel,,,4,LikeAvg,AcademicFirst,1,NYamin,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,3,2,,,,,5,Bait,2,,3,3
364,0,Man,27,Jewish,Religious,0.778403312,TelAviv,Married,Student,Israel,,,3,WellBelowAvg,Matriculation,1,Likud,"",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"",2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"",2,1,4,3,5,6,7,4,Likud,2,,5,5
365,0,Woman,48,Jewish,Secular,0.871188986,Sharon,Divorced,Independent,Abroad,SovietUnion,1996,2,LikeAvg,AcademicFirst,1,Float,"",,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"",4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"",2,1,3,6,4,5,7,4,Likud,1,3,,3
366,0,Woman,54,Jewish,Secular,0.871188986,Haifa,Single,Unemployed,Israel,,,1,,HighSchool,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,"",4,2,1,3,5,6,7,4,No,1,2,,2
367,0,Woman,50,Jewish,Traditional,1.062425593,South,Married,Full,Israel,,,5,LikeAvg,HighSchool,1,Float,"",,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"",4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"",1,2,3,4,6,5,7,2,Likud,1,3,,3
368,0,Man,40,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,8,WellBelowAvg,Matriculation,1,UYamin,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,7,6,5,4,4,Likud,2,,5,5
369,0,Man,31,Jewish,Secular,0.871188986,Haifa,Married,Student,Israel,,,3,WellBelowAvg,AcademicHigh,1,Float,"",,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,4,5,6,3,7,4,Bait,1,5,,5
370,0,Man,33,Jewish,UltraOrth,1.633642713,TelAviv,Married,Partial,Israel,,,6,SlightBelowAvg,Tertiary,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",3,4,5,7,6,2,1,1,Gimel,1,4,,4
371,0,Man,48,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Israel,,,4,SlightBelowAvg,Matriculation,1,Lavan,"",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",3,4,1,2,5,6,7,4,Kahlon,1,1,,1
372,0,Woman,50,Jewish,Secular,0.871188986,Haifa,Married,Partial,Israel,,,4,WellAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,6,2,1,4,5,7,5,No,1,1,,1
373,0,Man,35,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,3,WellAboveAvg,Tertiary,1,Zehut,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",1,2,3,4,5,6,7,4,Lapid,2,,4,4
374,0,Woman,28,Jewish,Secular,0.871188986,TelAviv,Married,Partial,Israel,,,2,WellAboveAvg,Matriculation,2,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"",1,,3,2,4,,,1,Likud,1,1,,1
375,0,Woman,43,Jewish,Religious,0.778403312,Haifa,Married,Full,Israel,,,2,WellBelowAvg,Tertiary,3,Gesher,"",4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",1,2,3,5,6,4,7,4,Likud,1,4,,4
376,0,Woman,41,Jewish,TradRelig,1.369131627,TelAviv,Married,Full,Israel,,,5,LikeAvg,Matriculation,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,"",1,2,3,7,6,4,5,3,Likud,1,4,,4
377,0,Woman,67,Jewish,Secular,0.871188986,Jerusalem,Married,Retiree,Abroad,Before1990,,3,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,4,5,2,1,7,6,4,Avoda,2,,3,3
378,0,Woman,50,Jewish,TradRelig,1.369131627,Sharon,Married,Full,Israel,,,4,LikeAvg,Tertiary,1,Float,"",,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"",2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,"",1,2,4,3,6,5,7,4,Bait,2,,4,4
379,0,Man,41,Jewish,Religious,0.778403312,Haifa,Married,Full,Israel,,,7,SlightAboveAvg,AcademicFirst,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",3,5,4,2,6,1,7,2,Yachad,1,5,,5
380,0,Man,50,Jewish,UltraOrth,1.633642713,TelAviv,Married,Full,Israel,,,4,SlightAboveAvg,AcademicHigh,2,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"",2,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,"",3,4,1,5,6,2,7,3,Gimel,1,1,,1
381,0,Woman,50,Jewish,Secular,0.871188986,Jerusalem,Single,Full,Israel,,,3,WellBelowAvg,Matriculation,3,Float,"",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"",,1,2,3,4,,,4,Meretz,1,3,,3
382,0,Man,25,Jewish,Secular,0.871188986,Sharon,Single,Student,Israel,,,3,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",3,2,1,,,,,3,Likud,1,2,,2
383,0,Woman,20,Jewish,Traditional,1.062425593,Haifa,Single,Soldier,Israel,,,5,LikeAvg,Matriculation,1,Lavan,"",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"",1,2,3,5,4,6,7,1,Couldnt,1,4,,4
384,0,Man,36,Jewish,Secular,0.871188986,Sharon,Married,Independent,Israel,,,3,LikeAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,1,3,4,,,,5,Lapid,2,,2,2
385,0,Woman,40,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,4,LikeAvg,AcademicHigh,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"",1,2,3,4,5,7,6,1,Likud,1,5,,5
386,0,Woman,30,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,3,LikeAvg,AcademicHigh,1,Zehut,"",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"",3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,"",1,2,3,,,4,,4,Kahlon,2,,4,4
387,0,Man,21,Jewish,Traditional,1.062425593,Haifa,Single,Soldier,Israel,,,2,WellBelowAvg,Matriculation,2,Likud,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,"",1,2,3,4,5,6,7,4,Couldnt,2,,5,5
388,0,Man,34,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,6,SlightAboveAvg,AcademicFirst,1,NYamin,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,"",1,2,4,6,5,3,7,2,Likud,2,,5,5
389,0,Woman,24,Jewish,Religious,0.778403312,South,Single,Student,Israel,,,4,SlightBelowAvg,Tertiary,2,Likud,"",2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,של סמוטריץ,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,3,5,2,6,4,7,3,Likud,1,3,,3
390,0,Man,35,Jewish,Secular,0.871188986,Haifa,Married,Full,Abroad,SovietUnion,1990,4,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,2,4,5,6,7,4,Kahlon,2,,2,2
391,0,Woman,54,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,4,SlightAboveAvg,AcademicFirst,1,Likud,"",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",1,3,2,4,5,6,7,2,Likud,1,3,,3
392,0,Man,24,Jewish,UltraOrth,1.633642713,South,Married,Decline,Israel,,,4,WellBelowAvg,HighSchool,1,Shas,"",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"",2,3,4,5,6,7,1,2,Shas,1,5,,5
393,0,Woman,24,Jewish,Traditional,1.062425593,Haifa,Married,Unemployed,Israel,,,4,SlightBelowAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"",1,2,,,,3,4,1,Likud,1,1,,1
394,0,Woman,35,Jewish,Traditional,1.062425593,South,Married,Unemployed,Abroad,SovietUnion,1991,6,SlightAboveAvg,Tertiary,2,Lavan,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,"",1,2,3,4,5,6,7,4,No,2,,5,5
395,0,Man,58,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,4,WellAboveAvg,Tertiary,1,Kahlon,"",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,"",2,1,6,3,5,4,7,4,Kahlon,1,1,,1
396,0,Man,26,Jewish,Religious,0.778403312,TelAviv,Married,SoldierKeva,Israel,,,2,WellBelowAvg,AcademicFirst,2,UYamin,"",3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,,3,,4,,2,Bait,2,,3,3
397,0,Woman,31,Jewish,Traditional,1.062425593,Haifa,Married,Full,Israel,,,3,SlightBelowAvg,Matriculation,2,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"",3,1,2,4,5,7,6,2,Likud,1,2,,2
398,0,Woman,40,Jewish,Secular,0.871188986,South,Married,Full,Abroad,SovietUnion,1991,3,SlightBelowAvg,AcademicHigh,1,Lavan,"",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",1,2,3,6,4,5,7,3,Lapid,2,,3,3
399,0,Man,32,Jewish,Secular,0.871188986,Jerusalem,Married,Full,Israel,,,4,SlightAboveAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",2,1,3,7,6,5,4,4,Likud,2,,2,2
400,0,Man,25,Jewish,Traditional,1.062425593,TelAviv,Single,Student,Israel,,,5,WellAboveAvg,Tertiary,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",1,2,3,5,4,6,7,4,Likud,2,,4,4
401,0,Man,23,Jewish,Secular,0.871188986,Jerusalem,Single,Student,Israel,,,5,WellBelowAvg,Matriculation,1,Float,"",,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,"",1,2,3,4,5,7,6,3,Other,1,2,,2
